## [BeGaze]
## Converted from:	D:\Recorded Data\Experiment Data\Yin_2012_04_15_Pasta_autoWB.etg.data\Yin_2012_04_15_004-b74233b7-5336-48f6-95bb-450da8b37725\Yin_2012_04_15_004-1-recording.idf
## Date:	01.01.2001 00:04:55
## Version:	BeGaze 3.3.56
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	20076
## Reversed:	none
## [Run]
## Subject:	Yin_2012_04_15_004
## Description:	Run1
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
388142464	SMP	1	561.16	862.62	00:02:24:19		Fixation
388175439	SMP	1	558.51	873.61	00:02:24:20		Fixation
388211762	SMP	1	554.23	879.57	00:02:24:21		Saccade
388242975	SMP	1	549.15	865.32	00:02:24:21		Saccade
388276288	SMP	1	544.41	867.66	00:02:24:22		Fixation
388309782	SMP	1	545.27	857.96	00:02:24:23		Fixation
388342119	SMP	1	543.94	859.16	00:02:25:00		Fixation
388375092	SMP	1	547.39	860.78	00:02:25:00		Saccade
388407999	SMP	1	552.48	873.40	00:02:25:01		Saccade
388443160	SMP	1	555.62	867.65	00:02:25:02		Fixation
388475052	SMP	1	564.24	858.96	00:02:25:03		Fixation
388508733	SMP	1	563.08	844.17	00:02:25:04		Fixation
388544098	SMP	1	564.36	852.00	00:02:25:05		Saccade
388575915	SMP	1	567.91	812.20	00:02:25:05		Saccade
388608790	SMP	1	568.83	797.93	00:02:25:06		Fixation
388642018	SMP	1	572.40	809.22	00:02:25:07		Fixation
388676408	SMP	1	575.26	828.53	00:02:25:08		Fixation
388709954	SMP	1	576.52	836.48	00:02:25:08		Fixation
388741807	SMP	1	575.87	828.08	00:02:25:09		Fixation
388774398	SMP	1	575.60	833.93	00:02:25:09		Fixation
388807760	SMP	1	573.19	839.70	00:02:25:11		Saccade
388841088	SMP	1	563.11	838.38	00:02:25:12		Saccade
388875057	SMP	1	568.75	847.07	00:02:25:13		Saccade
388908001	SMP	1	567.97	834.48	00:02:25:14		Fixation
388940279	SMP	1	568.88	837.08	00:02:25:14		Fixation
388974522	SMP	1	567.99	830.76	00:02:25:15		Fixation
389007336	SMP	1	567.16	824.39	00:02:25:16		Fixation
389040938	SMP	1	574.13	819.20	00:02:25:17		Fixation
389074072	SMP	1	574.15	819.19	00:02:25:17		Fixation
389107315	SMP	1	584.90	805.28	00:02:25:18		Saccade
389140923	SMP	1	605.26	776.62	00:02:25:19		Saccade
389174463	SMP	1	611.02	767.26	00:02:25:20		Fixation
389206210	SMP	1	614.60	771.95	00:02:25:20		Fixation
389240186	SMP	1	619.85	768.18	00:02:25:21		Fixation
389274809	SMP	1	622.73	766.98	00:02:25:22		Fixation
389306583	SMP	1	625.69	768.12	00:02:25:23		Fixation
389341796	SMP	1	627.83	762.46	00:02:26:00		Fixation
389373164	SMP	1	627.57	769.10	00:02:26:01		Saccade
389407405	SMP	1	655.10	751.11	00:02:26:01		Saccade
389439979	SMP	1	652.59	752.24	00:02:26:02		Fixation
389472873	SMP	1	650.09	749.51	00:02:26:03		Fixation
389507357	SMP	1	657.05	732.43	00:02:26:04		Saccade
389542709	SMP	1	646.09	749.77	00:02:26:05		Saccade
389574112	SMP	1	643.75	749.69	00:02:26:05		Fixation
389606006	SMP	1	645.36	749.03	00:02:26:05		Fixation
389638876	SMP	1	645.29	748.90	00:02:26:07		Fixation
389672851	SMP	1	647.25	747.59	00:02:26:08		Fixation
389706980	SMP	1	645.48	748.97	00:02:26:09		Fixation
389739636	SMP	1	646.09	749.00	00:02:26:09		Fixation
389773422	SMP	1	644.88	750.91	00:02:26:10		Fixation
389807232	SMP	1	644.32	752.43	00:02:26:11		Fixation
389841593	SMP	1	644.15	753.99	00:02:26:12		Saccade
389874272	SMP	1	640.45	765.27	00:02:26:12		Saccade
389906142	SMP	1	644.10	765.76	00:02:26:13		Fixation
389939735	SMP	1	643.27	765.87	00:02:26:14		Fixation
389972851	SMP	1	645.28	774.28	00:02:26:15		Saccade
390005722	SMP	1	658.45	772.75	00:02:26:16		Saccade
390038907	SMP	1	654.18	771.75	00:02:26:16		Fixation
390072540	SMP	1	654.26	771.65	00:02:26:17		Fixation
390105119	SMP	1	652.78	770.12	00:02:26:18		Fixation
390138044	SMP	1	653.53	769.83	00:02:26:19		Fixation
390172015	SMP	1	654.94	766.39	00:02:26:20		Fixation
390206702	SMP	1	655.39	768.97	00:02:26:21		Fixation
390239472	SMP	1	651.68	767.92	00:02:26:21		Fixation
390271985	SMP	1	656.23	759.46	00:02:26:22		Fixation
390305778	SMP	1	655.96	763.09	00:02:26:23		Fixation
390339363	SMP	1	651.17	759.00	00:02:27:00		Fixation
390371096	SMP	1	648.25	753.25	00:02:27:00		Saccade
390404337	SMP	1	640.66	765.48	00:02:27:01		Saccade
390438003	SMP	1	637.47	760.54	00:02:27:01		Fixation
390471110	SMP	1	634.37	760.64	00:02:27:02		Fixation
390504767	SMP	1	635.16	767.72	00:02:27:03		Fixation
390538948	SMP	1	636.37	768.56	00:02:27:05		Fixation
390571327	SMP	1	641.02	765.07	00:02:27:05		Fixation
390606441	SMP	1	643.38	766.36	00:02:27:06		Blink
390637748	SMP	1	643.88	764.39	00:02:27:07		Blink
390671706	SMP	1	642.06	765.59	00:02:27:08		Blink
390704115	SMP	1	642.82	760.72	00:02:27:09		Blink
390737961	SMP	1	644.28	758.19	00:02:27:09		Blink
390771378	SMP	1	642.93	759.05	00:02:27:10		Blink
390804537	SMP	1	643.04	762.11	00:02:27:11		Blink
390838354	SMP	1	643.53	760.62	00:02:27:12		Blink
390870605	SMP	1	644.25	754.24	00:02:27:12		Blink
390904886	SMP	1	643.99	755.64	00:02:27:14		Blink
390937131	SMP	1	644.97	755.29	00:02:27:14		Blink
390970204	SMP	1	642.70	751.47	00:02:27:15		Blink
391003764	SMP	1	640.25	747.47	00:02:27:16		Blink
391037793	SMP	1	639.08	745.61	00:02:27:17		Blink
391070177	SMP	1	639.19	733.42	00:02:27:17		Blink
391104631	SMP	1	632.28	705.23	00:02:27:18		Blink
391137953	SMP	1	630.59	710.38	00:02:27:19		Blink
391170817	SMP	1	631.42	710.42	00:02:27:20		Blink
391203424	SMP	1	633.61	704.38	00:02:27:21		Blink
391237125	SMP	1	634.70	704.09	00:02:27:21		Blink
391269887	SMP	1	643.33	697.96	00:02:27:21		Blink
391302603	SMP	1	639.78	687.85	00:02:27:22		Blink
391336336	SMP	1	637.01	682.01	00:02:28:00		Blink
391371561	SMP	1	635.96	685.23	00:02:28:01		Blink
391405069	SMP	1	635.13	682.95	00:02:28:01		Blink
391436816	SMP	1	641.01	710.71	00:02:28:02		Blink
391469489	SMP	1	639.60	717.05	00:02:28:03		Blink
391503614	SMP	1	642.04	725.91	00:02:28:04		Blink
391538595	SMP	1	642.74	731.95	00:02:28:05		Blink
391569792	SMP	1	643.70	736.10	00:02:28:05		Blink
391605020	SMP	1	643.12	736.16	00:02:28:06		Blink
391637269	SMP	1	643.19	737.92	00:02:28:07		Blink
391669008	SMP	1	483.01	867.29	00:02:28:07		Blink
391702288	SMP	1	494.06	875.10	00:02:28:08		Blink
391737551	SMP	1	491.35	875.37	00:02:28:09		Blink
391769097	SMP	1	489.97	877.37	00:02:28:10		Blink
391802269	SMP	1	488.86	873.41	00:02:28:11		Blink
391837108	SMP	1	639.08	721.57	00:02:28:12		Blink
391868385	SMP	1	636.54	725.35	00:02:28:12		Blink
391902330	SMP	1	634.12	725.49	00:02:28:13		Blink
391935709	SMP	1	633.75	717.95	00:02:28:14		Blink
391969108	SMP	1	622.51	715.08	00:02:28:15		Blink
392002576	SMP	1	620.37	712.53	00:02:28:16		Blink
392035722	SMP	1	606.72	725.20	00:02:28:16		Blink
392069358	SMP	1	604.98	726.56	00:02:28:17		Blink
392102127	SMP	1	605.85	727.28	00:02:28:17		Blink
392134498	SMP	1	606.42	726.46	00:02:28:18		Blink
392169460	SMP	1	606.64	726.95	00:02:28:20		Blink
392202685	SMP	1	608.96	729.09	00:02:28:21		Blink
392236715	SMP	1	611.83	721.48	00:02:28:21		Blink
392269660	SMP	1	613.63	720.82	00:02:28:22		Blink
392302331	SMP	1	611.33	723.60	00:02:28:23		Blink
392336670	SMP	1	611.11	714.33	00:02:29:00		Blink
392368038	SMP	1	610.13	702.95	00:02:29:01		Fixation
392401743	SMP	1	604.56	694.54	00:02:29:01		Fixation
392435046	SMP	1	600.96	703.40	00:02:29:02		Blink
392468734	SMP	1	604.80	697.05	00:02:29:03		Blink
392501107	SMP	1	603.69	704.16	00:02:29:04		Blink
392534035	SMP	1	613.37	718.01	00:02:29:04		Blink
392568280	SMP	1	615.49	711.75	00:02:29:05		Blink
392600794	SMP	1	616.74	710.29	00:02:29:06		Blink
392634341	SMP	1	617.50	708.61	00:02:29:07		Blink
392667769	SMP	1	615.93	708.98	00:02:29:08		Blink
392700292	SMP	1	614.16	704.68	00:02:29:09		Blink
392734746	SMP	1	615.59	720.00	00:02:29:09		Blink
392767180	SMP	1	614.11	717.89	00:02:29:10		Blink
392801339	SMP	1	612.15	717.81	00:02:29:11		Blink
392834575	SMP	1	611.84	711.00	00:02:29:12		Blink
392867626	SMP	1	612.18	719.23	00:02:29:12		Blink
392900521	SMP	1	612.36	720.60	00:02:29:13		Blink
392933126	SMP	1	613.64	722.68	00:02:29:14		Blink
392966907	SMP	1	615.19	722.57	00:02:29:14		Blink
392999650	SMP	1	605.41	767.97	00:02:29:15		Blink
393035238	SMP	1	603.94	762.53	00:02:29:16		Blink
393067729	SMP	1	602.52	763.61	00:02:29:17		Blink
393099722	SMP	1	599.68	763.86	00:02:29:18		Blink
393133829	SMP	1	611.38	714.78	00:02:29:19		Fixation
393167135	SMP	1	614.13	707.25	00:02:29:20		Fixation
393200777	SMP	1	619.40	718.16	00:02:29:21		Fixation
393234111	SMP	1	622.34	717.74	00:02:29:21		Fixation
393266301	SMP	1	623.35	726.40	00:02:29:22		Fixation
393299681	SMP	1	625.20	733.03	00:02:29:23		Blink
393332167	SMP	1	629.98	738.14	00:02:30:00		Blink
393365914	SMP	1	629.90	738.09	00:02:30:00		Blink
393399813	SMP	1	620.05	743.59	00:02:30:01		Blink
393434332	SMP	1	620.35	744.34	00:02:30:02		Blink
393467022	SMP	1	510.29	934.21	00:02:30:03		Fixation
393499805	SMP	1	483.52	915.03	00:02:30:04		Fixation
393532573	SMP	1	460.38	919.90	00:02:30:04		Blink
393565987	SMP	1	459.71	920.50	00:02:30:05		Blink
393599705	SMP	1	459.71	913.27	00:02:30:06		Blink
393631769	SMP	1	599.49	837.55	00:02:30:07		Fixation
393667091	SMP	1	592.42	831.64	00:02:30:08		Fixation
393698747	SMP	1	573.67	854.52	00:02:30:08		Fixation
393732729	SMP	1	571.46	840.37	00:02:30:09		Fixation
393765867	SMP	1	572.85	849.76	00:02:30:09		Fixation
393798247	SMP	1	574.40	843.95	00:02:30:10		Fixation
393831403	SMP	1	577.29	845.25	00:02:30:11		Fixation
393868829	SMP	1	579.82	845.51	00:02:30:12		Saccade
393900360	SMP	1	581.46	854.16	00:02:30:13		Saccade
393932958	SMP	1	581.68	853.46	00:02:30:14		Saccade
393965859	SMP	1	584.96	846.36	00:02:30:15		Fixation
393998979	SMP	1	584.48	850.82	00:02:30:15		Fixation
394032284	SMP	1	584.45	851.19	00:02:30:17		Fixation
394065400	SMP	1	583.45	849.35	00:02:30:17		Fixation
394099112	SMP	1	582.57	848.71	00:02:30:18		Saccade
394132562	SMP	1	610.32	718.60	00:02:30:19		Saccade
394165016	SMP	1	608.21	723.56	00:02:30:19		Saccade
394198295	SMP	1	598.18	736.19	00:02:30:20		Fixation
394231973	SMP	1	600.46	738.21	00:02:30:22		Fixation
394265293	SMP	1	599.11	739.78	00:02:30:22		Fixation
394298884	SMP	1	599.82	746.97	00:02:30:23		Fixation
394331390	SMP	1	601.58	745.24	00:02:31:00		Fixation
394365546	SMP	1	601.48	743.67	00:02:31:00		Saccade
394398334	SMP	1	475.38	934.59	00:02:31:01		Saccade
394431548	SMP	1	508.98	920.58	00:02:31:02		Fixation
394464948	SMP	1	474.68	913.83	00:02:31:03		Fixation
394497099	SMP	1	476.19	915.00	00:02:31:03		Saccade
394531729	SMP	1	629.35	761.94	00:02:31:04		Saccade
394564551	SMP	1	632.26	763.94	00:02:31:05		Fixation
394597266	SMP	1	632.95	763.30	00:02:31:05		Fixation
394630073	SMP	1	635.05	765.37	00:02:31:06		Fixation
394663473	SMP	1	635.29	770.25	00:02:31:07		Fixation
394697563	SMP	1	635.75	764.43	00:02:31:08		Fixation
394732105	SMP	1	630.80	763.82	00:02:31:09		Fixation
394763752	SMP	1	638.84	768.30	00:02:31:10		Saccade
394797727	SMP	1	596.18	860.24	00:02:31:11		Saccade
394830964	SMP	1	580.02	873.98	00:02:31:12		Blink
394864987	SMP	1	578.14	843.70	00:02:31:12		Blink
394897482	SMP	1	556.59	865.25	00:02:31:13		Blink
394930201	SMP	1	554.03	863.46	00:02:31:14		Blink
394963053	SMP	1	561.96	849.39	00:02:31:15		Blink
394996554	SMP	1	548.90	864.76	00:02:31:16		Blink
395030705	SMP	1	550.03	864.18	00:02:31:16		Blink
395063262	SMP	1	549.99	869.38	00:02:31:17		Blink
395097403	SMP	1	536.78	862.72	00:02:31:18		Blink
395129867	SMP	1	542.10	860.19	00:02:31:19		Blink
395163013	SMP	1	540.25	860.68	00:02:31:20		Blink
395196591	SMP	1	543.99	862.57	00:02:31:20		Blink
395230446	SMP	1	542.19	870.37	00:02:31:21		Blink
395262953	SMP	1	540.85	864.96	00:02:31:22		Blink
395297558	SMP	1	545.02	869.68	00:02:31:23		Blink
395329442	SMP	1	546.94	870.04	00:02:31:23		Blink
395362845	SMP	1	547.75	877.28	00:02:32:00		Blink
395395803	SMP	1	549.87	870.56	00:02:32:01		Blink
395429469	SMP	1	551.63	867.75	00:02:32:01		Blink
395461929	SMP	1	551.98	867.17	00:02:32:02		Blink
395495308	SMP	1	685.60	843.74	00:02:32:04		Blink
395532300	SMP	1	690.59	850.13	00:02:32:04		Blink
395565592	SMP	1	694.90	855.20	00:02:32:05		Blink
395629890	SMP	1	686.94	848.89	00:02:32:07		Blink
395661706	SMP	1	692.80	849.27	00:02:32:07		Blink
395695320	SMP	1	691.72	849.98	00:02:32:08		Blink
395729809	SMP	1	694.11	849.31	00:02:32:09		Blink
395763036	SMP	1	693.62	848.87	00:02:32:10		Blink
395796867	SMP	1	692.82	848.38	00:02:32:11		Blink
395828519	SMP	1	694.10	845.65	00:02:32:11		Blink
395861599	SMP	1	694.01	844.24	00:02:32:12		Blink
395895103	SMP	1	691.17	843.45	00:02:32:13		Blink
395929067	SMP	1	693.35	843.42	00:02:32:14		Blink
395961545	SMP	1	693.19	843.96	00:02:32:14		Blink
395995522	SMP	1	620.15	694.77	00:02:32:16		Blink
396028065	SMP	1	625.07	689.88	00:02:32:16		Blink
396061041	SMP	1	625.03	672.19	00:02:32:17		Blink
396094733	SMP	1	624.98	741.93	00:02:32:18		Blink
396131269	SMP	1	626.46	746.24	00:02:32:19		Blink
396162404	SMP	1	627.79	747.03	00:02:32:20		Blink
396194876	SMP	1	629.09	747.61	00:02:32:20		Blink
396227681	SMP	1	617.62	729.47	00:02:32:21		Blink
396261755	SMP	1	614.37	719.49	00:02:32:21		Blink
396293734	SMP	1	614.07	730.60	00:02:32:22		Blink
396327171	SMP	1	606.10	722.24	00:02:32:23		Blink
396361476	SMP	1	603.01	728.42	00:02:33:00		Blink
396394403	SMP	1	593.13	699.96	00:02:33:01		Fixation
396428012	SMP	1	593.77	703.59	00:02:33:02		Fixation
396461710	SMP	1	594.29	711.30	00:02:33:03		Fixation
396494606	SMP	1	595.69	709.21	00:02:33:04		Fixation
396529217	SMP	1	595.55	710.81	00:02:33:04		Fixation
396560837	SMP	1	522.07	754.42	00:02:33:05		Saccade
396593745	SMP	1	412.96	717.69	00:02:33:06		Saccade
396627164	SMP	1	412.53	714.11	00:02:33:06		Saccade
396661323	SMP	1	420.77	754.39	00:02:33:08		Saccade
396693722	SMP	1	607.10	827.33	00:02:33:08		Saccade
396727178	SMP	1	606.28	818.74	00:02:33:09		Saccade
396761010	SMP	1	605.10	820.54	00:02:33:10		-
396793651	SMP	1	606.37	821.79	00:02:33:11		Saccade
396827634	SMP	1	300.65	842.65	00:02:33:11		Saccade
396860114	SMP	1	299.23	842.83	00:02:33:12		Saccade
396893245	SMP	1	509.80	754.90	00:02:33:13		Saccade
396926802	SMP	1	392.91	773.53	00:02:33:14		Saccade
396960301	SMP	1	509.48	728.93	00:02:33:15		Saccade
396994190	SMP	1	591.93	783.12	00:02:33:15		Fixation
397028034	SMP	1	587.64	782.14	00:02:33:16		Fixation
397060141	SMP	1	589.04	797.16	00:02:33:17		Fixation
397094145	SMP	1	592.61	800.62	00:02:33:17		Fixation
397125628	SMP	1	592.60	800.65	00:02:33:18		Fixation
397158727	SMP	1	602.56	804.53	00:02:33:19		Fixation
397194741	SMP	1	607.56	806.44	00:02:33:20		Fixation
397227036	SMP	1	608.14	805.97	00:02:33:21		Fixation
397260395	SMP	1	608.13	806.01	00:02:33:22		Saccade
397292977	SMP	1	596.90	771.22	00:02:33:23		Saccade
397326750	SMP	1	597.51	772.61	00:02:33:23		Saccade
397359719	SMP	1	597.51	772.62	00:02:34:00		Saccade
397392340	SMP	1	582.60	771.79	00:02:34:01		Saccade
397425483	SMP	1	583.78	772.83	00:02:34:02		Fixation
397459002	SMP	1	583.78	772.85	00:02:34:02		Fixation
397492704	SMP	1	583.77	772.86	00:02:34:03		Fixation
397525880	SMP	1	583.70	776.12	00:02:34:04		Saccade
397558528	SMP	1	583.69	776.12	00:02:34:05		Saccade
397591674	SMP	1	587.59	876.34	00:02:34:06		Saccade
397627130	SMP	1	596.73	888.08	00:02:34:07		Fixation
397659669	SMP	1	596.90	888.76	00:02:34:07		Fixation
397692468	SMP	1	596.89	889.08	00:02:34:08		Fixation
397725841	SMP	1	595.87	888.89	00:02:34:09		Saccade
397760413	SMP	1	604.87	794.58	00:02:34:10		Saccade
397791552	SMP	1	598.04	800.13	00:02:34:11		Saccade
397825629	SMP	1	597.21	801.07	00:02:34:11		Saccade
397859095	SMP	1	414.89	953.25	00:02:34:12		Saccade
397892089	SMP	1	326.08	907.63	00:02:34:13		Saccade
397925427	SMP	1	348.58	926.51	00:02:34:13		-
397958883	SMP	1	351.37	928.94	00:02:34:14		Saccade
397991255	SMP	1	699.68	891.30	00:02:34:15		Saccade
398025055	SMP	1	708.31	920.46	00:02:34:16		Saccade
398058420	SMP	1	599.21	844.03	00:02:34:17		Saccade
398091527	SMP	1	599.04	844.99	00:02:34:18		Saccade
398124403	SMP	1	599.49	840.44	00:02:34:19		Fixation
398157476	SMP	1	599.49	840.47	00:02:34:19		Fixation
398191133	SMP	1	600.26	842.74	00:02:34:20		Fixation
398225394	SMP	1	600.26	842.76	00:02:34:21		Fixation
398260136	SMP	1	610.51	885.69	00:02:34:22		Saccade
398290945	SMP	1	684.99	975.82	00:02:34:22		Saccade
398323957	SMP	1	652.06	943.34	00:02:34:23		Fixation
398356981	SMP	1	681.03	917.27	00:02:35:00		Fixation
398391041	SMP	1	684.37	923.66	00:02:35:01		Fixation
398423888	SMP	1	678.14	939.87	00:02:35:01		Saccade
398458147	SMP	1	601.13	810.22	00:02:35:02		Saccade
398489931	SMP	1	600.49	810.72	00:02:35:04		Fixation
398524264	SMP	1	601.21	810.94	00:02:35:04		Fixation
398557938	SMP	1	601.25	810.28	00:02:35:05		Fixation
398589468	SMP	1	599.65	814.64	00:02:35:05		Saccade
398623504	SMP	1	601.11	801.33	00:02:35:06		Saccade
398656961	SMP	1	602.70	803.17	00:02:35:07		Fixation
398690301	SMP	1	604.61	803.71	00:02:35:08		Fixation
398723950	SMP	1	606.89	807.24	00:02:35:09		Fixation
398757375	SMP	1	606.86	807.24	00:02:35:09		Saccade
398789336	SMP	1	595.42	806.25	00:02:35:10		Saccade
398822777	SMP	1	595.24	807.08	00:02:35:11		Saccade
398857154	SMP	1	603.36	775.87	00:02:35:12		Fixation
398890413	SMP	1	602.21	778.15	00:02:35:13		Fixation
398923264	SMP	1	601.43	777.93	00:02:35:14		Fixation
398955788	SMP	1	604.12	777.74	00:02:35:15		Fixation
398989849	SMP	1	604.09	777.73	00:02:35:15		Saccade
399023241	SMP	1	609.03	818.27	00:02:35:16		Saccade
399056753	SMP	1	613.59	818.52	00:02:35:17		Fixation
399091365	SMP	1	624.01	822.08	00:02:35:18		Fixation
399122226	SMP	1	628.17	818.85	00:02:35:18		Fixation
399156524	SMP	1	627.65	817.57	00:02:35:19		Fixation
399189183	SMP	1	627.56	817.62	00:02:35:20		Fixation
399222758	SMP	1	629.86	813.56	00:02:35:21		Fixation
399255380	SMP	1	631.95	810.41	00:02:35:22		Fixation
399290135	SMP	1	628.53	811.62	00:02:35:23		Fixation
399322717	SMP	1	622.69	819.87	00:02:35:23		Fixation
399355462	SMP	1	605.11	833.48	00:02:36:00		Fixation
399390199	SMP	1	690.76	868.34	00:02:36:01		Saccade
399422453	SMP	1	772.08	916.07	00:02:36:02		Saccade
399455517	SMP	1	1015.08	991.89	00:02:36:03		Saccade
399489097	SMP	1	985.97	991.56	00:02:36:03		Fixation
399522492	SMP	1	980.26	1027.46	00:02:36:04		Fixation
399555911	SMP	1	937.29	964.68	00:02:36:05		Saccade
399588445	SMP	1	873.92	911.16	00:02:36:05		Saccade
399621837	SMP	1	884.04	977.65	00:02:36:06		Fixation
399656113	SMP	1	867.09	978.23	00:02:36:07		Fixation
399688530	SMP	1	850.62	1008.76	00:02:36:08		Saccade
399722600	SMP	1	834.66	904.96	00:02:36:09		Saccade
399755649	SMP	1	850.39	948.92	00:02:36:09		Fixation
399789598	SMP	1	848.18	961.09	00:02:36:10		Fixation
399822653	SMP	1	856.50	944.14	00:02:36:11		Fixation
399854600	SMP	1	856.75	943.00	00:02:36:12		Fixation
399887986	SMP	1	883.47	1005.69	00:02:36:13		Saccade
399922247	SMP	1	836.75	943.92	00:02:36:14		Saccade
399954979	SMP	1	830.15	931.85	00:02:36:14		Fixation
399988298	SMP	1	857.29	959.26	00:02:36:15		Fixation
400021311	SMP	1	868.39	1004.19	00:02:36:16		Fixation
400054304	SMP	1	866.55	958.03	00:02:36:17		Fixation
400087675	SMP	1	856.23	955.45	00:02:36:17		Fixation
400120352	SMP	1	766.25	888.91	00:02:36:18		Saccade
400153562	SMP	1	670.07	762.30	00:02:36:19		Saccade
400187061	SMP	1	669.95	779.70	00:02:36:20		Fixation
400221447	SMP	1	669.29	780.23	00:02:36:21		Fixation
400255314	SMP	1	684.71	758.63	00:02:36:22		Fixation
400287680	SMP	1	684.61	751.90	00:02:36:22		Fixation
400320730	SMP	1	683.48	756.33	00:02:36:23		Fixation
400354134	SMP	1	678.82	760.00	00:02:37:00		Fixation
400387595	SMP	1	685.12	776.33	00:02:37:01		Saccade
400419769	SMP	1	723.84	826.16	00:02:37:01		Saccade
400453735	SMP	1	786.90	881.35	00:02:37:02		Saccade
400486460	SMP	1	774.21	877.62	00:02:37:03		Saccade
400520195	SMP	1	819.96	934.99	00:02:37:04		Saccade
400553422	SMP	1	768.39	858.39	00:02:37:05		Saccade
400587063	SMP	1	756.75	877.60	00:02:37:06		Fixation
400620910	SMP	1	750.19	853.03	00:02:37:06		Fixation
400654318	SMP	1	826.74	895.78	00:02:37:07		Blink
400687570	SMP	1	806.01	887.77	00:02:37:08		Blink
400720186	SMP	1	737.42	826.99	00:02:37:09		Blink
400752842	SMP	1	613.42	695.61	00:02:37:09		Blink
400786490	SMP	1	592.01	670.13	00:02:37:10		Blink
400819638	SMP	1	560.30	650.23	00:02:37:12		Blink
400854638	SMP	1	561.83	651.30	00:02:37:12		Blink
400887037	SMP	1	562.45	654.45	00:02:37:13		Saccade
400919490	SMP	1	565.13	667.53	00:02:37:13		Saccade
400952981	SMP	1	565.67	665.59	00:02:37:14		Fixation
400985827	SMP	1	570.10	671.83	00:02:37:15		Fixation
401020663	SMP	1	573.68	672.12	00:02:37:16		Fixation
401053340	SMP	1	574.24	674.67	00:02:37:17		Blink
401086242	SMP	1	575.64	666.94	00:02:37:18		Blink
401119884	SMP	1	582.48	672.75	00:02:37:18		Blink
401152524	SMP	1	620.78	758.56	00:02:37:19		Blink
401185616	SMP	1	701.63	841.38	00:02:37:20		Blink
401219511	SMP	1	766.96	921.54	00:02:37:21		Blink
401251609	SMP	1	580.65	676.87	00:02:37:21		Blink
401285121	SMP	1	521.12	615.46	00:02:37:22		Fixation
401318360	SMP	1	527.18	616.40	00:02:37:23		Fixation
401352028	SMP	1	535.31	624.14	00:02:38:00		Fixation
401386660	SMP	1	542.23	632.51	00:02:38:01		Fixation
401418533	SMP	1	547.97	644.13	00:02:38:01		Fixation
401453087	SMP	1	589.07	678.74	00:02:38:03		Blink
401486251	SMP	1	590.82	681.05	00:02:38:03		Blink
401519550	SMP	1	673.71	757.26	00:02:38:04		Blink
401551939	SMP	1	674.68	762.14	00:02:38:05		Blink
401585564	SMP	1	676.01	765.99	00:02:38:06		Blink
401618588	SMP	1	677.54	769.76	00:02:38:06		Blink
401653185	SMP	1	634.61	750.20	00:02:38:07		Blink
401684523	SMP	1	711.29	863.44	00:02:38:08		Blink
401718025	SMP	1	711.43	862.36	00:02:38:09		Blink
401751114	SMP	1	636.97	775.37	00:02:38:09		Blink
401784125	SMP	1	638.07	776.64	00:02:38:10		Blink
401818692	SMP	1	640.09	777.30	00:02:38:11		Blink
401850548	SMP	1	640.56	778.61	00:02:38:12		Blink
401884308	SMP	1	631.82	780.60	00:02:38:13		Blink
401918064	SMP	1	632.48	726.93	00:02:38:14		Blink
401951441	SMP	1	627.62	729.67	00:02:38:14		Blink
401984626	SMP	1	621.59	723.97	00:02:38:15		Blink
402018775	SMP	1	620.66	721.69	00:02:38:16		Blink
402050295	SMP	1	616.51	716.66	00:02:38:17		Blink
402085232	SMP	1	615.45	716.58	00:02:38:17		Blink
402117659	SMP	1	615.56	710.60	00:02:38:18		Blink
402150684	SMP	1	615.19	715.86	00:02:38:19		Blink
402184945	SMP	1	616.48	718.07	00:02:38:20		Blink
402217877	SMP	1	575.36	757.59	00:02:38:21		Blink
402252101	SMP	1	563.52	763.94	00:02:38:22		Blink
402284181	SMP	1	566.79	766.82	00:02:38:23		Blink
402316596	SMP	1	569.24	765.55	00:02:38:23		Blink
402350213	SMP	1	577.20	773.46	00:02:39:00		Blink
402383380	SMP	1	583.61	764.91	00:02:39:01		Blink
402416661	SMP	1	586.96	762.10	00:02:39:02		Blink
402451191	SMP	1	590.14	761.80	00:02:39:02		Blink
402483826	SMP	1	537.30	722.08	00:02:39:03		Blink
402517234	SMP	1	519.41	716.34	00:02:39:04		Blink
402550007	SMP	1	415.10	737.60	00:02:39:04		Blink
402582895	SMP	1	530.80	707.11	00:02:39:05		Blink
402617966	SMP	1	412.65	715.35	00:02:39:07		Blink
402649821	SMP	1	529.13	690.64	00:02:39:07		Blink
402683285	SMP	1	632.24	713.20	00:02:39:08		Blink
402717221	SMP	1	637.30	714.68	00:02:39:09		Blink
402749001	SMP	1	645.94	718.37	00:02:39:10		Blink
402783197	SMP	1	649.45	717.30	00:02:39:10		Blink
