## [BeGaze]
## Converted from:	D:\Recorded Data\Experiment Data\Alireza_2012_05_09_Pizza01.etg.data\Alireza_2012_05_09_Pizza01-ccd877bb-482c-485a-9c12-33ceab5cef31\Alireza_2012_05_09_Pizza01-1-recording.idf
## Date:	09.05.2012 15:44:00
## Version:	BeGaze 3.1.77
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	0
## Uses Plane File:	False
## Number of Samples:	18615
## Reversed:	none
## [Run]
## Subject:	Alireza_2012_05_09_Pizza01
## Description:	Run1
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, POR, FRAMECOUNTER
##
Time	Type	Trial	L POR X [px]	L POR Y [px]	Frame	Aux1	L Event Info
1537247629	SMP	1	663.75	793.44	1975		Fixation
1537281558	SMP	1	635.21	813.68	1976		Fixation
1537314270	SMP	1	610.97	819.68	1977		Saccade
1537348984	SMP	1	610.91	819.90	1977		Saccade
1537382101	SMP	1	573.75	777.26	1978		Saccade
1537416181	SMP	1	542.81	781.31	1980		Saccade
1537448042	SMP	1	491.64	725.51	1981		Fixation
1537483642	SMP	1	495.75	708.78	1981		Fixation
1537518376	SMP	1	490.53	694.63	1982		Fixation
1537548695	SMP	1	486.84	696.16	1983		Fixation
1537587397	SMP	1	485.73	699.08	1984		Saccade
1537616106	SMP	1	482.67	711.17	1985		Saccade
1537648358	SMP	1	419.64	654.45	1985		Saccade
1537680612	SMP	1	382.05	603.62	1986		Fixation
1537714225	SMP	1	379.11	613.48	1987		Fixation
1537746651	SMP	1	374.61	639.44	1987		Fixation
1537781850	SMP	1	376.41	644.45	1988		Fixation
1537813170	SMP	1	373.16	648.24	1990		Fixation
1537848737	SMP	1	373.29	657.06	1990		Fixation
1537883023	SMP	1	379.80	657.61	1991		Fixation
1537913263	SMP	1	382.24	665.40	1992		Saccade
1537949014	SMP	1	383.52	663.83	1992		Saccade
1537979960	SMP	1	358.81	616.06	1993		Fixation
1538013059	SMP	1	382.98	626.01	1994		Fixation
1538047690	SMP	1	380.06	638.60	1995		Fixation
1538079922	SMP	1	383.06	658.85	1995		Fixation
1538113310	SMP	1	387.22	676.94	1996		Fixation
1538146559	SMP	1	383.09	693.16	1997		Fixation
1538178869	SMP	1	388.64	705.46	1998		Fixation
1538212647	SMP	1	391.01	714.48	1999		Fixation
1538246531	SMP	1	393.39	724.01	2000		Fixation
1538281272	SMP	1	401.99	733.65	2000		Fixation
1538313703	SMP	1	416.69	739.76	2001		Saccade
1538346450	SMP	1	424.41	747.54	2002		Saccade
1538380371	SMP	1	362.99	701.86	2003		Fixation
1538413184	SMP	1	386.69	701.03	2004		Fixation
1538447309	SMP	1	419.86	717.38	2004		Fixation
1538480273	SMP	1	438.56	725.22	2005		Fixation
1538512536	SMP	1	458.73	729.26	2006		Fixation
1538550008	SMP	1	484.71	737.12	2007		Fixation
1538578685	SMP	1	507.03	744.75	2007		Fixation
1538612645	SMP	1	525.16	760.76	2008		Fixation
1538646582	SMP	1	549.48	763.33	2009		Fixation
1538679002	SMP	1	572.77	782.44	2010		Fixation
1538712410	SMP	1	597.53	793.97	2011		Fixation
1538745160	SMP	1	626.72	802.79	2012		Fixation
1538779464	SMP	1	652.31	803.39	2012		Fixation
1538812874	SMP	1	684.85	797.42	2013		Fixation
1538845827	SMP	1	698.98	809.50	2014		Fixation
1538879305	SMP	1	723.12	811.64	2015		Fixation
1538910854	SMP	1	736.47	812.38	2015		Fixation
1538944409	SMP	1	763.52	818.33	2016		Fixation
1538978101	SMP	1	778.75	817.87	2017		Fixation
1539010969	SMP	1	788.86	830.75	2018		Fixation
1539044640	SMP	1	823.48	848.84	2018		Fixation
1539078581	SMP	1	833.61	852.52	2019		Fixation
1539111088	SMP	1	869.27	865.23	2020		Saccade
1539145503	SMP	1	897.52	865.59	2021		Saccade
1539178072	SMP	1	928.37	909.79	2022		Saccade
1539211973	SMP	1	864.91	900.53	2023		Saccade
1539244972	SMP	1	1407.58	1348.38	2024		Saccade
1539278600	SMP	1	2327.27	1250.86	2024		Saccade
1539311726	SMP	1	1816.48	1206.48	2025		Saccade
1539344299	SMP	1	1777.91	1207.63	2026		Saccade
1539377893	SMP	1	171.95	993.47	2027		Saccade
1539411033	SMP	1	156.05	1016.71	2027		Saccade
1539444596	SMP	1	272.02	959.31	2029		Saccade
1539478305	SMP	1	259.39	1107.65	2029		Saccade
1539510479	SMP	1	415.83	870.85	2030		Saccade
1539543486	SMP	1	481.15	867.26	2031		Saccade
1539578372	SMP	1	534.00	818.27	2032		Saccade
1539610697	SMP	1	583.27	789.40	2032		Saccade
1539644498	SMP	1	623.20	814.48	2033		Saccade
1539677303	SMP	1	645.36	780.37	2034		Saccade
1539710423	SMP	1	665.97	748.71	2035		Saccade
1539743498	SMP	1	680.39	752.96	2035		Saccade
1539776899	SMP	1	634.04	757.52	2036		Fixation
1539809926	SMP	1	652.96	744.19	2037		Fixation
1539844134	SMP	1	633.57	730.41	2038		Fixation
1539877372	SMP	1	662.01	732.64	2038		Fixation
1539911268	SMP	1	661.34	739.58	2039		Fixation
1539943565	SMP	1	661.16	737.19	2041		Fixation
1539979311	SMP	1	668.54	732.83	2041		Fixation
1540010283	SMP	1	668.25	740.17	2042		Fixation
1540042934	SMP	1	672.76	744.43	2043		Fixation
1540076907	SMP	1	677.58	752.36	2043		Fixation
1540110614	SMP	1	684.97	750.90	2044		Fixation
1540144306	SMP	1	693.73	772.29	2045		Fixation
1540176261	SMP	1	693.71	765.46	2046		Fixation
1540210429	SMP	1	698.84	767.31	2047		Fixation
1540243500	SMP	1	701.96	771.91	2047		Fixation
1540275182	SMP	1	696.51	772.69	2048		Fixation
1540309952	SMP	1	698.58	785.44	2049		Fixation
1540343935	SMP	1	696.42	784.23	2050		Fixation
1540377458	SMP	1	695.05	793.89	2051		Fixation
1540410140	SMP	1	700.31	785.99	2052		Fixation
1540443273	SMP	1	693.99	785.35	2053		Fixation
1540475190	SMP	1	700.05	792.26	2053		Fixation
1540509006	SMP	1	700.63	795.78	2054		Fixation
1540542420	SMP	1	723.43	784.63	2055		Fixation
1540576402	SMP	1	719.29	792.92	2055		Fixation
1540608436	SMP	1	727.02	801.68	2056		Fixation
1540641575	SMP	1	724.70	791.90	2057		Fixation
1540675623	SMP	1	708.72	810.34	2058		Fixation
1540708897	SMP	1	703.87	805.84	2059		Fixation
1540742295	SMP	1	692.90	817.31	2060		Fixation
1540774972	SMP	1	683.80	821.69	2060		Fixation
1540808402	SMP	1	677.26	828.18	2061		Fixation
1540841170	SMP	1	687.21	825.88	2062		Fixation
1540876291	SMP	1	671.34	842.36	2063		Fixation
1540908064	SMP	1	667.55	835.16	2064		Fixation
1540940822	SMP	1	663.90	831.50	2064		Fixation
1540974491	SMP	1	657.35	821.09	2065		Fixation
1541008098	SMP	1	657.97	805.18	2066		Fixation
1541042363	SMP	1	649.85	808.78	2067		Fixation
1541076064	SMP	1	649.45	810.47	2068		Fixation
1541109108	SMP	1	648.15	806.61	2068		Fixation
1541140732	SMP	1	643.67	798.60	2069		Fixation
1541174852	SMP	1	644.76	798.48	2070		Fixation
1541207855	SMP	1	650.20	797.55	2071		Fixation
1541241595	SMP	1	651.96	795.02	2071		Fixation
1541274196	SMP	1	658.26	784.19	2072		Fixation
1541306768	SMP	1	664.01	793.29	2073		Fixation
1541340659	SMP	1	661.73	783.03	2074		Fixation
1541375511	SMP	1	673.26	786.26	2075		Fixation
1541407632	SMP	1	687.55	791.64	2075		Fixation
1541441257	SMP	1	695.55	798.77	2076		Fixation
1541473543	SMP	1	711.19	800.45	2077		Fixation
1541507940	SMP	1	708.99	796.85	2078		Fixation
1541541141	SMP	1	715.55	793.95	2079		Fixation
1541574500	SMP	1	730.62	794.85	2079		Fixation
1541607089	SMP	1	746.15	783.82	2080		Fixation
1541640399	SMP	1	759.07	780.11	2081		Fixation
1541673265	SMP	1	763.40	788.80	2082		Fixation
1541707054	SMP	1	762.34	790.05	2083		Saccade
1541740275	SMP	1	762.54	782.68	2083		Saccade
1541773592	SMP	1	792.85	828.76	2084		Saccade
1541806694	SMP	1	777.60	810.15	2085		Saccade
1541841306	SMP	1	816.43	868.34	2086		Fixation
1541872990	SMP	1	790.61	833.57	2087		Fixation
1541906337	SMP	1	790.85	808.86	2087		Fixation
1541940175	SMP	1	815.56	832.60	2088		Fixation
1541973522	SMP	1	811.56	847.48	2089		Fixation
1542005740	SMP	1	817.73	853.04	2090		Saccade
1542040210	SMP	1	791.50	841.46	2090		Saccade
1542073547	SMP	1	712.04	812.37	2091		Fixation
1542106846	SMP	1	709.90	805.87	2092		Fixation
1542139573	SMP	1	697.21	830.41	2093		Fixation
1542172624	SMP	1	682.47	829.88	2094		Fixation
1542206533	SMP	1	688.84	844.58	2095		Fixation
1542240092	SMP	1	669.57	842.36	2095		Fixation
1542272987	SMP	1	668.12	846.65	2096		Fixation
1542306012	SMP	1	670.38	836.10	2097		Fixation
1542339429	SMP	1	657.58	832.93	2098		Fixation
1542372552	SMP	1	652.97	831.60	2098		Fixation
1542405736	SMP	1	636.51	836.13	2099		Fixation
1542438185	SMP	1	631.60	835.71	2100		Fixation
1542472057	SMP	1	630.30	840.47	2101		Fixation
1542505718	SMP	1	610.67	818.06	2102		Fixation
1542539405	SMP	1	598.48	809.34	2102		Fixation
1542572378	SMP	1	579.31	797.07	2103		Fixation
1542606510	SMP	1	573.67	801.66	2104		Fixation
1542638427	SMP	1	573.31	809.02	2105		Fixation
1542671767	SMP	1	562.73	808.06	2106		Fixation
1542704935	SMP	1	555.00	807.07	2106		Fixation
1542738786	SMP	1	546.80	812.46	2107		Fixation
1542771685	SMP	1	539.55	808.01	2108		Fixation
1542804963	SMP	1	533.83	803.98	2109		Fixation
1542837800	SMP	1	523.76	813.74	2109		Fixation
1542872187	SMP	1	550.32	805.35	2111		Fixation
1542906848	SMP	1	537.19	809.19	2111		Fixation
1542938539	SMP	1	532.02	828.25	2112		Fixation
1542972126	SMP	1	514.86	828.53	2113		Fixation
1543004557	SMP	1	499.28	854.34	2114		Saccade
1543037391	SMP	1	484.12	863.50	2114		Saccade
1543071802	SMP	1	443.01	916.65	2115		Saccade
1543105739	SMP	1	460.44	908.40	2116		Saccade
1543137619	SMP	1	511.58	815.59	2117		Saccade
1543171787	SMP	1	619.61	797.36	2117		Saccade
1543204574	SMP	1	661.20	815.66	2118		Saccade
1543237478	SMP	1	741.58	693.69	2120		Saccade
1543270599	SMP	1	656.73	673.52	2120		Saccade
1543337700	SMP	1	710.96	905.54	2122		Saccade
1543370229	SMP	1	710.35	895.29	2122		Saccade
1543403477	SMP	1	979.74	869.82	2123		Saccade
1543436945	SMP	1	1014.75	897.71	2124		Saccade
1543470405	SMP	1	937.88	736.26	2125		Saccade
1543503943	SMP	1	838.18	712.05	2126		Saccade
1543537031	SMP	1	807.52	715.38	2126		Saccade
1543570665	SMP	1	747.65	784.91	2127		Saccade
1543602781	SMP	1	646.00	728.73	2128		Saccade
1543636519	SMP	1	605.01	735.05	2129		Saccade
1543670103	SMP	1	566.66	750.10	2129		Saccade
1543703357	SMP	1	534.46	782.45	2130		Saccade
1543738289	SMP	1	511.26	767.20	2131		Saccade
1543769643	SMP	1	511.49	762.13	2132		Saccade
1543802931	SMP	1	547.57	786.02	2133		Saccade
1543837197	SMP	1	525.67	723.68	2134		Fixation
1543870524	SMP	1	510.10	707.48	2134		Fixation
1543904377	SMP	1	501.29	703.09	2135		Fixation
1543936498	SMP	1	494.16	703.09	2136		Fixation
1543969514	SMP	1	478.76	710.21	2137		Fixation
1544003223	SMP	1	466.33	721.79	2137		Fixation
1544036575	SMP	1	459.07	734.14	2138		Fixation
1544069774	SMP	1	442.46	753.47	2139		Fixation
1544103677	SMP	1	439.12	770.75	2140		Saccade
1544136469	SMP	1	436.24	780.35	2141		Saccade
1544169707	SMP	1	416.13	731.95	2142		Fixation
1544203016	SMP	1	423.06	690.34	2143		Fixation
1544236222	SMP	1	421.95	703.55	2143		Fixation
1544269770	SMP	1	419.84	720.15	2144		Fixation
1544302346	SMP	1	424.35	738.57	2145		Fixation
1544335523	SMP	1	420.67	771.73	2146		Fixation
1544368584	SMP	1	423.32	795.32	2146		Fixation
1544401948	SMP	1	430.62	802.54	2147		Fixation
1544436794	SMP	1	433.17	802.74	2148		Fixation
1544469416	SMP	1	438.80	803.32	2149		Fixation
1544503046	SMP	1	443.79	785.44	2149		Fixation
1544535779	SMP	1	448.43	792.74	2150		Fixation
1544569138	SMP	1	449.61	808.99	2151		Fixation
1544601814	SMP	1	458.95	813.63	2152		Fixation
1544634725	SMP	1	472.74	817.69	2153		Fixation
1544668622	SMP	1	492.75	842.10	2154		Fixation
1544701480	SMP	1	506.78	844.29	2154		Fixation
1544736393	SMP	1	520.94	850.75	2155		Saccade
1544768289	SMP	1	539.92	857.01	2156		Saccade
1544801376	SMP	1	489.23	808.18	2157		Fixation
1544834870	SMP	1	488.07	820.63	2157		Fixation
1544867920	SMP	1	510.90	814.23	2158		Fixation
1544901543	SMP	1	532.44	808.67	2159		Fixation
1544936311	SMP	1	564.92	817.65	2160		Fixation
1544969580	SMP	1	595.39	833.00	2161		Saccade
1545000403	SMP	1	612.47	853.37	2161		Saccade
1545035352	SMP	1	644.89	804.75	2162		Saccade
1545067294	SMP	1	670.14	794.82	2163		Saccade
1545101317	SMP	1	1006.42	840.59	2164		Saccade
1545134257	SMP	1	1030.83	830.47	2165		Saccade
1545168617	SMP	1	1077.19	833.74	2166		Saccade
1545200671	SMP	1	790.12	787.29	2166		Saccade
1545233829	SMP	1	858.93	887.41	2167		Saccade
1545267428	SMP	1	848.68	905.60	2168		Saccade
1545300882	SMP	1	766.53	928.12	2169		Saccade
1545334110	SMP	1	762.18	908.61	2169		Saccade
1545366520	SMP	1	-662.63	877.97	2170		Saccade
1545401756	SMP	1	271.51	678.20	2171		Saccade
1545435487	SMP	1	178.29	640.23	2172		Saccade
1545466880	SMP	1	107.57	595.97	2173		Saccade
1545499429	SMP	1	84.67	610.90	2173		Saccade
1545533978	SMP	1	209.07	606.30	2174		Saccade
1545566803	SMP	1	289.29	622.87	2175		Saccade
1545600335	SMP	1	338.68	620.73	2176		Saccade
1545632890	SMP	1	375.43	617.80	2176		Saccade
1545666850	SMP	1	537.56	629.54	2177		Saccade
1545699146	SMP	1	594.07	628.98	2178		Saccade
1545732789	SMP	1	652.10	582.38	2179		Fixation
1545767011	SMP	1	671.63	559.61	2180		Fixation
1545800803	SMP	1	701.58	554.18	2181		Fixation
1545834291	SMP	1	729.20	559.08	2182		Fixation
1545868653	SMP	1	753.67	562.90	2183		Fixation
1545900348	SMP	1	768.54	575.72	2183		Saccade
1545933294	SMP	1	789.95	608.77	2185		Saccade
1545967427	SMP	1	856.25	561.64	2185		Saccade
1546000791	SMP	1	892.99	588.11	2186		Fixation
1546035105	SMP	1	895.55	575.03	2186		Fixation
1546066137	SMP	1	910.50	575.64	2187		Fixation
1546099417	SMP	1	910.55	570.05	2188		Fixation
1546135487	SMP	1	921.13	574.99	2189		Fixation
1546164948	SMP	1	925.98	580.93	2190		Saccade
1546199663	SMP	1	925.32	592.85	2191		Saccade
1546233893	SMP	1	1026.87	673.77	2191		Saccade
1546266089	SMP	1	958.54	680.12	2192		Fixation
1546298815	SMP	1	956.49	685.03	2193		Fixation
1546333480	SMP	1	938.81	684.67	2194		Fixation
1546366350	SMP	1	937.21	684.65	2194		Fixation
1546398943	SMP	1	919.63	682.50	2195		Saccade
1546431985	SMP	1	889.24	665.42	2195		Saccade
1546464514	SMP	1	909.04	736.83	2196		Saccade
1546498969	SMP	1	897.58	692.82	2198		Saccade
1546531806	SMP	1	880.12	693.89	2198		Saccade
1546566760	SMP	1	860.41	724.65	2199		Saccade
1546599484	SMP	1	892.24	689.22	2200		Saccade
1546631918	SMP	1	932.88	698.39	2201		Saccade
1546665192	SMP	1	890.02	683.78	2202		Fixation
1546698649	SMP	1	884.01	687.27	2203		Fixation
1546764368	SMP	1	859.08	693.37	2204		Fixation
1546798348	SMP	1	852.28	712.41	2205		Saccade
1546831475	SMP	1	851.15	722.32	2206		Saccade
1546864873	SMP	1	1048.87	696.55	2206		Saccade
1546899393	SMP	1	1231.40	791.66	2208		Saccade
1546933611	SMP	1	1274.36	793.37	2208		Saccade
1546965471	SMP	1	1005.58	712.94	2209		Fixation
1546997979	SMP	1	978.75	701.60	2209		Fixation
1547031347	SMP	1	960.25	701.69	2211		Fixation
1547064406	SMP	1	941.79	710.13	2211		Saccade
1547096883	SMP	1	942.02	710.67	2212		Saccade
1547130970	SMP	1	788.98	728.42	2213		Saccade
1547163496	SMP	1	633.28	742.04	2214		Fixation
1547197336	SMP	1	634.94	756.75	2214		Fixation
1547231218	SMP	1	635.93	767.01	2215		Fixation
1547263592	SMP	1	637.79	755.65	2215		Fixation
1547296409	SMP	1	639.88	742.72	2216		Saccade
1547330584	SMP	1	638.91	719.43	2218		Saccade
1547363887	SMP	1	587.10	751.08	2218		Saccade
1547397839	SMP	1	517.95	773.84	2219		Fixation
1547434511	SMP	1	522.76	765.19	2220		Fixation
1547463327	SMP	1	525.71	761.47	2221		Fixation
1547499513	SMP	1	526.32	753.56	2222		Fixation
1547532016	SMP	1	528.77	745.04	2222		Fixation
1547562763	SMP	1	527.68	738.16	2223		Fixation
1547597310	SMP	1	529.76	729.71	2224		Fixation
1547629589	SMP	1	530.09	721.99	2225		Fixation
1547663104	SMP	1	531.88	721.02	2225		Fixation
1547697601	SMP	1	533.07	723.12	2226		Fixation
1547729922	SMP	1	532.76	724.01	2227		Fixation
1547764037	SMP	1	533.15	723.21	2228		Fixation
1547797567	SMP	1	537.46	729.25	2229		Saccade
1547829971	SMP	1	574.12	722.56	2230		Saccade
1547862870	SMP	1	618.52	718.75	2231		Fixation
1547896258	SMP	1	615.86	723.58	2231		Fixation
1547930062	SMP	1	613.84	722.58	2232		Fixation
1547962494	SMP	1	610.17	722.54	2233		Fixation
1547996624	SMP	1	606.69	720.66	2234		Fixation
1548030102	SMP	1	605.08	722.34	2234		Fixation
1548062992	SMP	1	604.57	726.89	2235		Fixation
1548096369	SMP	1	607.16	734.18	2235		Fixation
1548128757	SMP	1	608.66	740.41	2236		Fixation
1548161725	SMP	1	608.50	744.28	2237		Fixation
1548195366	SMP	1	606.86	746.92	2238		Fixation
1548229493	SMP	1	605.04	754.67	2239		Fixation
1548261312	SMP	1	603.60	754.06	2240		Fixation
1548295715	SMP	1	603.83	749.12	2240		Fixation
1548328673	SMP	1	607.83	749.30	2242		Fixation
1548361801	SMP	1	609.84	750.83	2242		Fixation
1548395082	SMP	1	615.46	746.91	2243		Fixation
1548429136	SMP	1	618.65	739.81	2244		Fixation
1548461829	SMP	1	615.72	740.02	2245		Fixation
1548495385	SMP	1	627.00	737.27	2245		Fixation
1548529723	SMP	1	627.32	737.85	2246		Fixation
1548561722	SMP	1	626.50	744.77	2247		Fixation
1548596175	SMP	1	622.72	749.64	2248		Fixation
1548627873	SMP	1	621.97	749.22	2248		Fixation
1548661740	SMP	1	619.75	755.25	2249		Fixation
1548694091	SMP	1	618.45	758.95	2250		Fixation
1548727399	SMP	1	616.60	751.05	2251		Fixation
1548760419	SMP	1	611.72	722.68	2252		Fixation
1548795862	SMP	1	612.16	711.47	2252		Fixation
1548828226	SMP	1	613.16	700.65	2254		Fixation
1548860911	SMP	1	615.27	692.79	2254		Fixation
1548894122	SMP	1	618.20	686.66	2255		Fixation
1548928168	SMP	1	615.26	678.98	2255		Fixation
1548961128	SMP	1	584.06	705.12	2256		Fixation
1548994032	SMP	1	582.96	684.49	2257		Fixation
1549028101	SMP	1	589.32	670.18	2258		Saccade
1549059838	SMP	1	595.00	652.07	2259		Saccade
1549093974	SMP	1	561.88	681.46	2260		Fixation
1549128690	SMP	1	554.23	685.78	2261		Fixation
1549161531	SMP	1	558.71	669.51	2262		Fixation
1549193193	SMP	1	565.02	653.71	2262		Fixation
1549226910	SMP	1	571.72	639.00	2263		Saccade
1549260253	SMP	1	576.08	632.06	2264		Saccade
1549293288	SMP	1	542.46	690.25	2265		Fixation
1549328081	SMP	1	553.95	675.42	2265		Fixation
1549360942	SMP	1	560.64	663.95	2266		Fixation
1549393537	SMP	1	569.75	652.54	2267		Saccade
1549426053	SMP	1	571.60	648.82	2268		Saccade
1549459692	SMP	1	521.47	697.34	2268		Saccade
1549493892	SMP	1	491.53	734.67	2270		Fixation
1549526980	SMP	1	503.69	723.01	2271		Fixation
1549560243	SMP	1	514.09	713.79	2271		Fixation
1549593710	SMP	1	522.49	705.20	2272		Fixation
1549626266	SMP	1	529.78	695.64	2272		Fixation
1549659354	SMP	1	537.11	687.46	2274		Fixation
1549692379	SMP	1	543.21	682.94	2274		Fixation
1549726003	SMP	1	546.60	681.79	2275		Fixation
1549759066	SMP	1	548.64	682.37	2275		Fixation
1549792089	SMP	1	548.19	701.78	2276		Saccade
1549825227	SMP	1	565.29	679.40	2277		Saccade
1549859873	SMP	1	591.81	616.91	2278		Saccade
1549892159	SMP	1	628.87	518.75	2279		Fixation
1549926365	SMP	1	655.38	501.46	2280		Fixation
1549959907	SMP	1	654.79	518.71	2281		Fixation
1549993118	SMP	1	693.06	504.37	2282		Fixation
1550025456	SMP	1	678.50	522.23	2282		Fixation
1550058940	SMP	1	670.00	528.92	2283		Fixation
1550092574	SMP	1	664.23	538.57	2284		Fixation
1550124793	SMP	1	659.26	546.33	2285		Fixation
1550158956	SMP	1	656.20	551.63	2285		Fixation
1550191296	SMP	1	650.60	549.00	2286		Fixation
1550225157	SMP	1	649.29	547.05	2287		Fixation
1550259574	SMP	1	650.18	544.85	2288		Fixation
1550291830	SMP	1	649.31	534.72	2289		Fixation
1550325842	SMP	1	651.56	531.50	2290		Fixation
1550362692	SMP	1	651.11	523.42	2291		Fixation
1550392266	SMP	1	651.29	524.75	2292		Saccade
1550425209	SMP	1	650.42	517.68	2293		Saccade
1550458975	SMP	1	594.53	537.98	2294		Saccade
1550525734	SMP	1	597.96	533.28	2295		Saccade
1550557722	SMP	1	598.51	527.54	2296		Saccade
1550592402	SMP	1	555.71	551.95	2296		Saccade
1550624592	SMP	1	489.01	579.64	2297		Saccade
1550658296	SMP	1	494.74	572.72	2298		Saccade
1550692086	SMP	1	443.69	581.46	2299		Saccade
1550724325	SMP	1	392.37	585.54	2300		Fixation
1550758164	SMP	1	404.82	581.71	2300		Fixation
1550793403	SMP	1	416.33	580.81	2301		Fixation
1550857602	SMP	1	438.17	576.72	2302		Fixation
1550890671	SMP	1	450.39	577.98	2303		Fixation
1550925151	SMP	1	451.20	576.15	2304		Fixation
1550958393	SMP	1	453.69	570.54	2305		Fixation
1550992012	SMP	1	455.01	573.71	2306		Fixation
1551024854	SMP	1	455.86	575.83	2307		Fixation
1551057368	SMP	1	452.81	582.38	2307		Saccade
1551091559	SMP	1	447.69	587.22	2308		Saccade
1551123509	SMP	1	498.87	618.64	2308		Saccade
1551158151	SMP	1	544.84	634.94	2309		Fixation
1551189802	SMP	1	579.30	656.82	2310		Fixation
1551223840	SMP	1	571.32	655.30	2311		Fixation
1551257411	SMP	1	562.66	653.93	2312		Saccade
1551290918	SMP	1	555.56	658.82	2313		Saccade
1551324212	SMP	1	594.05	681.78	2313		Saccade
1551356735	SMP	1	653.73	708.67	2314		Fixation
1551391280	SMP	1	640.50	716.93	2315		Fixation
1551422809	SMP	1	626.36	722.99	2315		Fixation
1551456835	SMP	1	616.34	722.35	2316		Fixation
1551490313	SMP	1	606.55	722.79	2317		Fixation
1551526776	SMP	1	596.87	721.30	2318		Fixation
1551556710	SMP	1	589.70	720.05	2319		Saccade
1551590601	SMP	1	612.94	718.56	2320		Saccade
1551625123	SMP	1	659.76	707.49	2321		Fixation
1551656849	SMP	1	651.62	704.01	2321		Fixation
1551689317	SMP	1	644.96	698.31	2322		Fixation
1551723167	SMP	1	636.93	691.35	2323		Fixation
1551756615	SMP	1	630.82	687.52	2324		Fixation
1551789539	SMP	1	622.62	682.26	2324		Fixation
1551822240	SMP	1	616.78	679.69	2325		Fixation
1551857786	SMP	1	611.22	674.81	2326		Fixation
1551889435	SMP	1	605.93	669.99	2327		Fixation
1551922925	SMP	1	600.08	666.18	2328		Fixation
1551956633	SMP	1	593.46	664.36	2328		Fixation
1551990099	SMP	1	586.21	661.53	2329		Fixation
1552023638	SMP	1	576.90	657.92	2330		Fixation
1552055828	SMP	1	571.30	656.27	2331		Fixation
1552088516	SMP	1	565.21	655.43	2332		Fixation
1552122578	SMP	1	570.36	667.67	2333		Saccade
1552155637	SMP	1	601.63	667.39	2333		Saccade
1552188242	SMP	1	622.84	551.32	2334		Fixation
1552221620	SMP	1	617.71	536.44	2335		Fixation
1552255117	SMP	1	604.37	548.74	2335		Fixation
1552289305	SMP	1	595.14	570.86	2336		Saccade
1552321029	SMP	1	590.01	607.59	2337		Saccade
1552355447	SMP	1	525.48	900.13	2338		Saccade
1552388716	SMP	1	493.22	547.38	2339		Saccade
1552423157	SMP	1	437.29	513.44	2340		Fixation
1552455942	SMP	1	447.37	526.54	2341		Fixation
1552489113	SMP	1	453.61	540.83	2341		Fixation
1552521441	SMP	1	461.73	553.54	2342		Fixation
1552556821	SMP	1	468.31	573.08	2343		Saccade
1552587784	SMP	1	445.37	557.95	2344		Saccade
1552622011	SMP	1	382.70	559.43	2344		Saccade
1552655096	SMP	1	324.81	570.41	2345		Saccade
1552687422	SMP	1	277.20	554.90	2346		Fixation
1552721219	SMP	1	306.23	552.33	2347		Fixation
1552754249	SMP	1	335.60	553.06	2347		Fixation
1552787494	SMP	1	361.87	562.73	2348		Fixation
1552821125	SMP	1	381.78	570.14	2349		Fixation
1552854835	SMP	1	397.45	577.65	2350		Fixation
1552887055	SMP	1	411.24	577.71	2351		Saccade
1552923400	SMP	1	417.22	578.83	2352		Saccade
1552954901	SMP	1	475.41	619.28	2352		Saccade
1552987935	SMP	1	535.10	637.21	2353		Saccade
1553020673	SMP	1	563.84	676.53	2354		Saccade
1553054000	SMP	1	511.36	684.57	2355		Saccade
1553087794	SMP	1	500.33	703.20	2355		Saccade
1553119775	SMP	1	619.29	739.16	2356		Saccade
1553153430	SMP	1	692.30	744.56	2357		Saccade
1553186294	SMP	1	1105.54	946.72	2358		Saccade
1553220829	SMP	1	883.10	808.12	2359		Saccade
1553254094	SMP	1	828.57	794.48	2359		Saccade
1553287463	SMP	1	794.61	808.62	2360		Saccade
1553319364	SMP	1	722.59	842.13	2361		Saccade
1553352517	SMP	1	912.07	911.53	2362		Saccade
1553387392	SMP	1	980.24	915.38	2363		Saccade
1553419666	SMP	1	1069.52	934.96	2364		Saccade
1553453698	SMP	1	990.13	908.93	2364		Saccade
1553486874	SMP	1	916.89	884.41	2365		Saccade
1553518797	SMP	1	976.46	882.29	2365		Saccade
1553553492	SMP	1	1058.84	871.93	2366		Saccade
1553586153	SMP	1	970.64	780.89	2367		Saccade
1553620026	SMP	1	954.57	781.01	2368		Saccade
1553655724	SMP	1	1054.26	786.87	2370		Saccade
1553689644	SMP	1	974.97	731.39	2370		Saccade
1553722389	SMP	1	927.07	738.73	2372		Fixation
1553754282	SMP	1	901.81	726.52	2372		Fixation
1553788241	SMP	1	889.00	722.52	2373		Fixation
1553819910	SMP	1	874.96	718.59	2373		Saccade
1553852088	SMP	1	868.15	719.66	2374		Saccade
1553885798	SMP	1	762.83	756.71	2375		Saccade
